MAG	011chicken	01287-1	015chicken	01968-43849	02014-45818	02136-49654	2136	02311-45900	023chicken	035chicken	03870-49894	0417847728	4271	04271_4975	04274-49664	0442845774	044chicken	045chicken	04619-45966	04655-70616	046chicken	0482747946	05211-45915	055chicken	057chicken	059chicken	1968	2014	2311	4053-47859	4053	4178	4274	43849-007chicken	4428	45774-014chicken	45900-021chicken	45915-023chicken	45966-025chicken	4619	4655	47534-027chicken	47728-031chicken	47859-033chicken	47946-034chicken	4827	49654-043chicken	49664-044chicken	49750-048chicken	49894-057chicken	5211	70616-060chicken	CSL201feed	CSL202feed	CSL205feed	CSL206feed	CSL208feed	CSL210feed	CSL301feed	CSL303feed	CSL304feed	CSL306feed	CSL308feed	CYL001	CYL006	CYL010	CYL015	CYL020	CYL021	CYL024	CYL029	CYL034	CYL036	CYL042	CYL046	CYL048	CYL051	CYL058	DRF101	DRF102	DRF103	DRF104	DRF105	DRF106	DRF107	DRF108	DRF109	DRF110	DRF201	DRF202	DRF203	DRF204	DRF205	DRF206	DRF207	DRF208	DRF209	DRF210	DRF301	DRF302	DRF303	DRF304	DRF305	DRF306	DRF307	DRF308	DRF309	DRF310	DRS1023mix	DRS1054mix	DRS1067mix	DRS1109mix	DRS2043mix	DRS2058mix	DRS2067mix	DRS2098mix	DRS303	DRS304	DRS306	DRS309	DT02mix	DT03mix	DT05mix	DT07mix	DT08mix	DT10mix	M005	M006	M011	M020	M021	M022	M023	M032	M033	M036	M044	M045	M049	M051	M059	MJL02	MJL06	MJL07	MJL08	MJL09	MJL10	MJX01	MJX02	MJX03	MJX05	MJX06	MJX08	MQT01	MQT02	MQT03	MQT06	MQT07	MQT09	MQT10	MXT01	MXT02	MXT03	MXT04	MXT05	MXT06	MXT08	MXT10	Q001	Q002	Q006	Q010	Q015	Q020	Q021	Q024	Q029	Q034	Q036	Q042	Q046	Q048	Q051	Q058	RF101	RF102	RF103	RF104	RF105	RF106	RF107	RF108	RF109	RF110	RF201	RF202	RF203	RF204	RF205	RF206	RF207	RF208	RF209	RF210	RF301human	RF302human	RF303human	RF304human	RF305human	RF306human	RF307human	RF308human	RF309human	RF310human	RF401	RF402	RF403	RF404	RF405	RF406	RF407	RF408	RF409	RF410	RF501	RF502	RF503	RF504	RF505	RF506	RF507	RF508	RF509	RF510	RF601	RF602	RS1043mix	RS1063mix	RS1065mix	RS1087mix	RS2054mix	RS2076mix	RS2098mix	RS2101mix	RS3023mix	RS3074mix	RS3098mix	RS3101mix	RS310human	RST4402mix	RST4403mix	RST4408mix	RST4409mix	RST5043mix	RST5056mix	RST5087mix	RST5109mix	SL102	SL103	SL105	SL107	SL109	SL110	TJL14	TJX01	TJX03	TJX04	TJX05	TJX06	TJX07	TJX08	TQT02	TQT03	TQT04	TQT05	TQT06	TQT07	TQT08	TQT10	TXT02	TXT03-1	TXT04	TXT05	TXT06	TXT07	TXT09	X45818.015chicken	YL01	YL02	YL03	YL04	YL05	YL06	YL07	YL09	YL10	ZC13mix	ZC24mix	ZC35mix	ZW02showcase	ZW04showcase	ZW05showcase
01287-1.3.bin	64.032337	1879.897576	25.948153	16.233014	59.559198	73.814537	9435.538467	33.652476	5.042184	7.178384	411.667934	70.208542	3556.05547	219.427468	61.554822	53.203939	3.99455	8.2828	80.646556	16.894333	7.401886	120.309801	39.307417	121.640072	6.016565	2.52479	19937.02026	1911.565375	5221.469303	42.374553	2168.50454	1156.883097	10076.21186	46.298435	867.366112	131.463585	62.965397	265.197439	134.758809	941.652694	9487.656667	41.18825	21.449638	45.759618	96.523399	1357.702307	77.447706	19.247361	29.186942	65.553315	8290.267149	6.451275	61.275083	217.125037	104.569543	65.915281	104.14123	79.328423	25.770674	28.271664	72.376458	68.1042	77.936141	5.860671	7.586404	16.929974	13.464909	15.849676	5.167285	32.476799	6.624166	5.167924	16.378197	17.97721	13.798907	8.524614	8.86129	9.133513	2.928191	83.757428	0.927662	0	0.151978	0.269375	2.365367	0.137637	0.162201	0.151002	1.968593	0.340615	0.399193	0.077351	0.955102	0.538382	2.178463	0.316337	3.041802	0.417287	8.087994	4.015575	0.623207	0.362814	3.840917	0.279117	0.556494	0	0.5427	0.201546	18.88019	2.683943	23.058397	7.704452	9.723491	61.706651	12.85617	1.044866	26.671957	8.373491	12.026553	17.730464	2.060547	7.594613	5.453994	26.446801	1.808805	16.519277	1.075666	9.791211	2.721099	3.409743	1.143203	2.144281	4.370842	0.851039	0.926689	2.358494	1.793557	2.703858	4.745106	1.848905	0.975404	5.264551	2.739973	4.61515	2.001486	2.741731	2.609076	0.723829	2.626227	9.773158	1.815198	1.907155	2.410409	0.957166	0.421537	0.477121	0.906346	0.008987	0.396167	0.161081	0.619139	0.180235	1.550583	0.213901	0.623163	0.852465	0.647662	1.381446	96.017896	502.220999	1038.213574	271.910552	146.30868	63.873267	577.046899	612.663312	64.287535	2917.802407	4316.755743	639.085061	464.304372	145.616825	370.283039	690.895925	43.927371	4.060856	5.390065	44.584419	0	0.178569	1.769813	63.129441	271.483152	0.522795	6.735089	0.914042	10.342941	100.984601	0.610834	4.661174	3.444656	21.555748	1.844945	3.687553	309.309049	3.353824	1.623576	28.997923	0.0832	0.910574	16.255119	20.279636	5.996354	0.25088	5.174364	0.976932	26.803395	54.740647	1.317763	6.398267	0.53138	132.579744	0.4424	2.548692	1.592301	198.866357	1.577208	0	1.362322	5.931943	0.13958	0.034427	0.043972	1.788503	0.461605	0.622805	139.460569	94.349729	161.857772	137.439038	37.905088	78.257309	245.992767	186.634012	255.61832	53.917851	331.349905	366.345274	16.808141	25.736909	59.118232	29.293527	0.521403	4.542958	6.114409	15.418705	7.104821	150.747648	26.716133	7.03421	22.179041	11.356887	47.885199	4.19811	0.58186	0.168127	1.191633	2.775091	1.928615	1.25873	1.142637	7.216749	6.460919	3.000378	2.323286	3.394721	2.578496	5.910441	3.494388	0.922403	2.969601	3.507031	0.009643	0.823465	0.462248	4.215385	209.756784	90.90087	82.194396	121.333441	63.781123	80.827587	68.617918	25.701758	275.156833	263.883335	14.933059	37.872465	6.706939	25.829679	38.888825	4.355116
01287-1.7.bin	24.290266	1371.616583	0.691828	5.854292	0	21.025351	448.424378	27.413394	323.501087	93.242437	20.213671	55.086847	7.033799	0	0.177411	13.778209	20.509711	108.627806	1242.332228	0.05263	41.852458	0	0.021348	213.941275	6.636165	2.030176	16.792618	0	0.023271	5.916543	79.532554	343.738376	889.328657	527.60376	63.292206	154.436005	528.338223	2295.056812	10.833364	46.507951	24.662795	1705.889351	21.394056	0.087268	0.20157	0.015036	472.40783	86.711994	0	17.921924	488.506503	0.013546	0	0	4.237048	0	0	0	0	0.331423	0	0	1.714243	92.322778	66.104698	25.956633	151.706791	85.719533	71.188671	108.195419	91.658801	41.44802	39.092663	74.261632	46.663287	63.610533	27.120623	47.24819	0.048913	0.837021	0.933354	0.458631	1.092588	0.990733	0.852033	0.274299	0	0.417159	0.167548	0.894361	0.946949	0.281268	0.809985	1.039631	0.442631	0.693593	0.009203	0.27041	0.149991	8.615776	0.838885	0.41122	1.499761	0.411281	0.401375	0.949611	0	0.300196	44.254026	1183.248573	26.677274	4.042282	60.641588	39.622502	26.450065	92.055137	1790.103632	1227.25185	2304.945207	2558.148277	88.488085	89.335426	94.083815	50.669157	51.319677	8.760034	18.095271	33.506033	36.677631	60.809608	33.453067	29.449782	53.98639	14.706222	32.917224	22.965878	15.446977	31.167887	32.874779	15.288922	9.285704	660.699873	12.802822	45.048843	42.985853	40.432073	47.899223	18.497338	40.983831	75.471618	10.290244	25.286943	26.454766	11.766222	10.383029	49.217645	22.414743	11.455375	8.783629	14.509708	20.268069	14.104119	35.994982	21.896343	13.662106	19.94397	20.919499	26.870349	229.75488	162.824997	3.221866	34.091202	0.045555	0.353022	0.843286	1.50213	1.148372	95.644216	71.023509	94.884019	163.236376	150.656836	52.950638	275.064558	0.473203	0.348721	0.086958	0.91992	0.22291	0.405789	1.43104	6.051293	0.65342	1.606655	2.210145	0.424199	0.660427	1.413342	0.376993	1.660208	0.845262	0.153118	0.302923	0.816528	0.751971	0.844928	0.472498	0.657235	0.240407	0.535065	0.785236	0.532761	1.473699	0.124032	0.699202	0.386699	4.266889	25.302508	0.151929	0.628328	2.167175	7.754214	0.126224	0.933458	779.036597	0.318398	0.369282	0.129067	1.928972	3.245751	0.678423	0.130113	0.052186	0.014756	0.046523	0.144537	39.321234	10.747392	51.252749	8.551221	4.088171	44.190386	46.169699	49.163384	15.062193	21.852348	78.636717	35.728353	873.252672	0.456286	50.54215	1.801439	1.011108	54.157934	41.441698	84.774859	33.75654	0	0	32.638996	43.986168	10.494656	3.945308	15.18467	10.851115	13.425789	13.3428	13.422448	12.405499	21.443117	21.474799	10.855717	18.865804	21.120615	23.121464	22.54695	15.763943	18.887856	13.738825	15.003869	6.843575	30.991261	7.328238	6.724042	12.658117	7.504755	0	49.110711	50.374897	27.620672	45.469046	56.769504	56.746836	169.52568	18.427804	15.80531	3539.807465	250.79744	236.224601	168.008049	59.280296	48.93382
015chicken.14.bin	302.940986	3.206745	21880.74751	119447.2768	43178.71426	62710.10635	0.312973	19388.99816	418.095005	174.539441	2054.700165	5521.915809	0.125767	55419.11802	117019.6559	117224.0232	164.38184	4076.30201	610.7272	70640.12091	137.495064	105040.8372	21507.77366	9.137686	110.742245	44.764593	0	0.020221	0	19241.47668	0.308275	0.547602	0	27603.25883	0.235779	15879.63578	22899.96081	17783.92708	124.605821	108.45486	0.188538	2721.403287	39860.82328	6283.352293	6102.02694	0.156904	6524.658082	4241.369057	70311.05567	2556.063417	1.779332	3363.151056	6.069521	8.127379	30.074542	0	5.66317	4.425847	82.74299	1677.980794	553.789215	31.050459	939.873378	107.629466	12.894871	26.491757	1209.093701	7.483549	2.204457	10.844864	11.585792	48.163823	33.8002	86.376687	40.695943	59.995464	40.034208	83.900713	0	0.076386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013426	0	0	0	0	0	0	0	0	7.603081	0.049656	2.820775	3.445576	2.624203	43.849395	1.504744	0.020769	8.629151	0.139584	3.681691	1.369234	240.454681	257.95129	291.608028	5.640133	69.407484	19.026252	0.772542	5.662392	3.843731	5.38642	1.514667	1.115272	5.92709	3.137375	7.304241	9.739616	11.031559	8.608215	13.380025	12.077285	2.300982	25.791201	4.084674	1.224414	14.443684	3.166207	2.188199	0.669729	9.256391	6.496831	19.295814	9.186709	7.89123	0.552187	0.712785	1.957479	1.302272	1.49728	0.475083	1.021796	0.222054	0.333143	1.289033	0.133052	1.66083	1.254124	1.501779	4.643779	31095.08548	285.123398	1613.596565	619.990456	24433.03648	23.720156	398.296019	260.406457	1360.51672	416.236082	430.379686	162.112712	859.470153	517.328305	357.160499	1042.466187	0	0	0	0	31.238675	0	0	0.873519	0.16102	0	0	0	0	0.064994	0	0	0	0.261845	0	0	0	0	0	0	0	0	0	0.66107	0	0	0	0	0	0	0.118649	0	0	0	0	0.004662	0.190326	0.01346	0	0	0	0	0	0	0	0	0	0	4764.750831	1116.250265	574.402853	1773.123934	10810.80403	298.259706	1506.898245	152.669556	1303.049176	938.013437	1190.250698	73.825762	51.230939	511.370876	567.190609	1529.766246	126.015754	116.881003	82.855709	158.093315	262.04783	7.608885	1.310165	5.785191	2.965876	0	3.192263	2.418391	1.207729	2.183736	1.061636	2.03903	0.675213	0.153156	1.369849	7.725045	16.018837	8.63567	3.449405	18.280538	8.663137	6.479493	15.124347	1.505968	2.387152	3.732604	1.197153	2.171255	0.222777	3.565047	198116.4953	108.484618	106.316657	125.357052	82.188907	69.542247	927.940371	1701.159172	113.621324	239.71062	39.315791	37.357907	37.11988	39.875908	29.757336	47.256294
015chicken.6.bin	288.137522	0	17834.80139	0	0	0	0	0.390133	37.032996	2383.108647	0	1.740209	0	0	0.238229	0	91.035035	1554.582912	1.859467	0	4994.006232	2.088624	4.954204	20.068434	232.64849	5.6931	0	0	0	0	0	0	0	2.216162	0	3.642833	7.11155	3.885045	6.327009	0	0	7631.300723	3.260787	2.213857	3.854834	0	1.882577	2.892096	26.526663	1.672645	0	0.121723	0	0	0	0	0	0	40.171389	836.980119	122.34999	117.70429	346.48971	87.404062	3.666423	6.897332	526.113575	42.701132	3.810128	4.622185	38.219167	1.931577	2.721106	10.364254	30.641596	4.156519	0.497834	4.039542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793817	0	0.425331	0	0	1.354176	0.796295	0	1.36668	32.074496	18.435077	77.450495	0.034103	6.712866	1.265777	0.178302	1.531048	1.619717	11.799143	2.652962	1.12492	3.098813	0.798374	0.713796	2.063461	1.24249	2.486775	0.480732	0.1149	0.034689	57.305687	0.544905	0.664476	0.994835	3.28524	3.70504	0.245062	3.659322	5.812741	8.590312	2.142908	0.888987	0.465396	0.17541	3.765993	0.547788	0.088935	0	0.147532	0.43903	0.114677	1.084033	0.063336	0.140628	0.375561	0.292334	0.473188	6946.101739	24.096112	216.137652	307.28135	1943.961403	611.090844	54.169728	156.236513	44.681229	27.390229	376.384336	42.066833	4181.356977	422.712997	16.481116	12.405699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68312	0	0	0	0	0	0	0	0	0	0	0	1.263288	0	0	0	0	43.080944	1.468605	3.254605	40.851394	9.049831	19.214718	61.457818	1.952968	40.603267	304.30964	46.164663	5.267129	7.896545	20.854232	75.434176	25.680459	1.500879	10.432569	7.238736	2.092274	31.902814	0	0	0	0	0	0	0.489797	0	0.821654	0.13812	0.486957	0	0	0.309976	2.050835	2.518583	1.954813	0.386074	6.999987	2.616816	0.748092	6.032388	1.677298	1.695315	1.061366	0.971625	2.132992	0.145079	1.105114	1581.737739	3.189282	3.060661	2.723392	4.36246	3.938659	4.581887	195.175556	0.794942	1.732363	53.168611	27.185112	7.037414	25.748268	5.599237	18.671053
015chicken.8.bin	1404.975661	1.296798	39118.61175	10.817514	1.043345	26.398482	3.283182	527.500353	1876.984369	3290.222582	22.336573	1017.577706	0	4.0377	33.787373	76.487903	5637.019503	2682.885297	551.662717	23.442253	5231.184319	3981.773379	3457.3773	920.72874	4782.233467	4399.218301	1.511453	0.919601	5.707427	3427.53872	0.215947	26.228952	52.803493	86.417241	1.605078	7.703103	76.190703	247.103614	901.665534	2.818982	1.205525	1642.775987	513.574523	71.919648	4616.312504	16.915128	37.491142	19.209987	66.955122	36.114886	2.149247	0.027109	0	0	3.125377	0	0	0	967.650829	1714.575396	578.282456	927.374988	982.693027	54.90867	7.75374	4.409744	326.824262	56.031543	11.37302	61.950846	74.83064	6.629747	23.711531	22.173992	12.771208	5.557829	6.126901	8.558067	13940.44611	7607.295099	34511.26061	18426.58203	6317.816326	14331.6429	6952.538111	3935.240998	17319.75566	10829.96296	10717.29302	8151.911324	72573.17595	27245.15256	4678.498907	9283.444764	12458.54248	1475.904421	22523.79085	12405.43921	14632.04624	4145.855648	33125.17981	16052.73797	7047.365646	4897.400411	4468.458425	3111.863253	17275.27861	11453.88077	44.713284	1.287227	534.691363	7.022527	17.994073	141.440398	26.974164	1.075844	48.486567	9.082741	18.46803	13.122777	76.564242	48.543386	367.596356	2.995939	24.165747	13.3546	3.003167	5.887693	4.114852	6.475846	9.678457	3.496313	22.194715	5.984462	3.863017	14.82315	8.110804	7.136623	1.389902	19.192639	9.85898	35.282041	3.484434	9.653203	16.768186	14.197265	14.624532	0.190648	4.590114	45.536583	10.981692	12.994082	12.36124	0.438834	1.24768	3.321264	5.124102	1.338348	0.713321	1.924411	0.682807	2.623976	2.184522	3.326915	0.268526	2.564635	3.891776	3.263899	5471.944316	137.387806	1220.746846	363.435766	5028.938833	940.405658	678.136315	1049.775513	842.09638	219.515971	425.785956	185.592698	646.033582	319.90027	623.491115	1040.123654	822.344482	4698.976518	2869.609628	1028.370592	4834.186242	6854.051901	4865.263433	4260.71763	3030.9696	5079.311479	1526.553036	10318.55791	3933.489457	2058.661521	3867.975813	6945.266249	4259.376517	4558.659379	3890.447825	6227.396483	1700.192166	5291.996413	3595.149895	1300.183129	4366.093693	8535.387975	7574.412454	4025.80149	6043.985026	7369.554857	4475.021434	5500.606815	14823.88542	5005.351959	21121.25351	10246.35806	1747.535535	8200.738432	2627.90888	6446.842498	3324.954207	31217.32077	41959.24117	4268.866989	12424.45839	9869.959681	8003.917294	4724.782268	13239.5265	7735.43715	11746.75201	2155.440809	179.095106	33.253404	48.944328	322.007796	9483.133097	652.915356	434.586725	460.057202	701.324802	991.852404	701.654516	655.877435	47.933834	1842.478974	451.834835	3850.011556	29.43566	23.53738	54.628046	8.145199	164.538432	0	0	0	0	0	0	1.282913	1.192972	2.035818	1.797226	0.989728	0.85277	0.714216	1.372402	5.020692	9.197272	6.340763	0.966241	11.263695	5.873147	5.525336	7.5733	2.380797	0.661219	1.387975	1.047836	4.977958	0.836495	2.565082	353.839867	23.680376	31.566975	18.401066	31.438697	26.906707	92.371234	1273.084319	14.428705	33.324707	172.54267	134.792446	180.358079	156.451687	45.808532	625.632723
01968-43849.11.bin	1.699612	0.137883	0.091592	2640.292182	2738.401671	444.478466	0.310394	602.413576	0.180863	4.498117	798.721725	235.071837	0.412474	967.023139	95.24088	81.384126	2.874341	31.008799	236.608783	601.161522	19.727001	140.185594	637.988562	1.309918	2.106178	6.178651	0.018474	1.256179	4.743182	84.542207	0.25459	0.010166	0.867755	530.974147	0.704015	319.5447	1108.306696	594.102095	919.525862	2.657267	0.703041	180.073557	1079.47074	1860.396725	507.964129	15.556759	509.799916	30.510779	871.76252	704.909393	52.905334	625.676303	4.895258	7.636484	25.594424	13.409378	14.129207	29.910732	66241.5961	895.862973	20855.78617	627.664263	11662.30306	0.598746	0.276432	0.130857	1.141097	0.366367	0.327116	0.836343	0.151019	1.031538	2.133888	2.25708	0.484918	1.137122	1.221796	0.482979	0	1.807231	0	0	0	0	0.002784	0	0	0	0	0	0	0	0	0	0.009634	0	0	0	0.034587	0.030288	0	0	0.074449	0	0.025632	0.018424	0	0	45.826179	4.843029	19.107273	4.627316	9.861004	29.748748	27.030952	1.11514	29.320598	10.212834	77.316944	5.881801	8.874677	5.295682	55.088179	3.93367	0.385568	5.425368	0.094037	0.986131	1.247959	0.242625	0.240321	0.13318	0.806223	0.462349	0.676112	1.122493	0.28726	0.539861	0.564489	0.654919	0.100164	0.046781	0.243792	0.088384	1.210189	0.125712	0.097368	0.085855	0.256812	0.931152	0.426285	0.477765	0.56476	0.060138	0.026632	0.010851	1.435053	0.048774	0.036835	0.05864	0.023504	0.033873	0.031117	0.012163	0.092134	0.056974	0.030068	0.301935	7.966582	12.304375	9.424785	2.151771	7.124106	3.792617	233.608568	26.584667	140.924553	28.475019	11.137439	44.467893	51.560745	36.852049	70.778059	21.847978	0	0	0	0.381807	0.780354	0.00424	0	5.271325	0	0.038378	0	0	0	0	0	0	0	2.441548	0.018993	0.016621	0	0	0	0	0	0	0	0	0	0	0.031872	0	0.018734	0	0.020159	0	0	0	0	0	0.00976	0	0	0	0	0.006592	0	0	0.14035	0.005551	0.02085	0	235.20499	302.695727	197.602897	233.013725	322.950475	88.74478	224.212999	144.700833	134.5379	337.476102	246.250464	91.415736	12.778336	17.297171	10.662897	44.073937	8.009675	6.216645	2.964381	5.675727	3.348679	11.900126	235.12116	30.149119	16.926175	21.519552	9.697026	1.213218	0.043984	0.191846	0.03358	0.116278	0.189795	0.042795	0.051641	0.035595	2.074865	0.09816	0.138167	0.257723	0.055103	0.439913	0.112413	0.006989	0.118113	0.463297	0.011886	0.019884	0.037476	0.461923	76.835864	0.498755	0.975379	3.069857	2.553636	0.129893	12.050322	12.905123	3.769433	5.962814	1.619773	2.160659	3.920412	2.007575	17.450854	1.042165
01968-43849.22.bin	21.944942	0.007409	0	428.644116	15.426887	1756.001634	0.020563	234.82565	4.312056	0.23008	550.129155	369.005216	0.075176	46.54942	1186.389074	59.252165	1.184622	5.567123	10749.81375	437.738897	0.512282	303.962851	56.026735	9.080753	0	0	0	0	0.078913	1931.143445	0.14716	0.023218	0	131.134694	0.079732	725.97713	42.216847	3118.743633	293.386837	25.983583	0.01045	519.167543	27.013349	8.541159	662.881258	0.007615	2296.730931	44.894747	91.269452	19.977724	0.010351	1.361354	0	0	0	0	0	0	3.430464	3.134125	1.918732	0	4.001955	0.082236	0.091322	0.166379	0.117543	0.201198	0.122785	0.091836	0.091387	0.187198	0.369687	0.480322	0.57072	0.376663	1.140746	0.712673	2.803623	0.223472	0	0.084601	0.010435	0.10865	0.074602	0.085818	6.100389	0.06973	0.388406	0.309976	0.037554	0.341672	0	0.079894	0.128895	0.868069	4.129358	0.024852	1.292764	0.028452	0.01127	0.312742	0.037152	0.014993	0.19282	0.614146	6.720925	0.041483	73.54108	8.199002	35.250972	7.78051	9.563866	5.68889	28.205005	3.216368	17.653949	13.364669	47.294134	25.777864	2.328644	3.836257	9.18458	0.181387	0.678918	0.653022	0.073444	0.24593	0.08709	0.031938	0.046158	0.030881	0.052376	0.054939	0.171088	0.378162	0.216799	0.101505	0.041375	0.051275	0.021361	0.493203	0.023928	0.041319	0.066825	0.041124	0.088421	0	0.158739	0.811386	0.168591	0.091564	0.566864	0.028531	0	0.020925	0.025489	0	0.015991	0	0.028024	0	0.140216	0	0.010284	0.146446	0.014496	0.100922	1.548999	1.4829	1.340215	1.373445	0.352512	0.185329	0.627299	1.277452	0.192065	1.249528	0.57069	1.167868	14.428694	1.060772	0.50857	0.153707	0.411236	0.204372	0.089981	0.019915	0.06753	4.190049	0	0.266272	0.017586	1.056726	0.749906	0.072615	0.058346	0.462302	0.039397	0.0657	0.057195	0.314248	0.077301	0.125944	0.977568	0.08461	1.302942	0.784914	0.322893	0.234678	0.076335	0.079424	0.223245	0.013054	0.134003	0.125612	0.469859	0.595701	3.907678	0.013239	0.147827	0.116455	0.289083	0.249845	0	0.106373	0.640123	0.454985	0.346097	0.11486	0.173954	0.19718	0.104142	0.440774	0.258848	0.312059	66.056347	42.356627	101.431853	49.049883	23.725929	17.139694	106.239636	39.678382	48.460238	59.027569	33.709044	8.80829	18.159742	2.363738	20.154805	2.524218	11.687116	4.636727	3.13553	5.329325	7.339855	7.103166	2.349434	9.471579	1.772839	0	0	0.022629	0	0	0.006326	0.007933	0	0.008187	0.020488	0.068741	0.130064	0.276938	0.027213	0.112276	0.046441	0.082172	0.123978	0.059189	0.072902	0.067894	0	0.013232	0.006659	0.127643	29.059548	0.114932	0.257746	0.155526	0.076145	0.136948	0.908411	3.252184	0.188596	0.318852	1.136485	1.167792	2.00427	0.349624	4.275253	0.652806
01968-43849.8.bin	0.626973	0.041736	0	316.289083	22.142491	28.107039	0	598.337021	0.568933	1.31001	105.114119	120.696738	0	94.806052	15.681434	1071.836589	0	6.121579	205.636793	21.395347	0.08484	591.568495	22.125543	0	0	0.15902	0	0	0	514.016236	0	0	0	2244.646259	0.043159	9953.429202	597.220519	936.201555	389.584602	5.842228	0	4524.501607	1929.166585	228.167803	199.698594	0	73.471544	20.10929	1885.180784	365.216004	0	1.360671	0	0	0	0	0	0	132.746445	69.100405	10.21082	3.455671	61.342642	0	0	0.046166	0.055296	0	0.019201	0.039971	0	0.045876	0.052318	0.263266	0.069525	0.289483	0.15586	0.154397	0.018196	0	0	0	0	0	0	0	0.018522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354	0	1.155808	0.383507	0.520257	0.30067	1.073021	0.218764	0.792867	0	15.734099	0.075359	0.220348	0.914023	0.443183	0.528736	1.004401	0	0	0.038163	0	0	0.10758	0	0.052887	0.007803	0.082161	0	0.140093	0.100348	0	0.238505	0.059269	0.065499	0.025297	0	0	0	0.085424	0	0	0	0	0	0.082454	0.257914	0	0.012645	0	0.025112	0	0	0	0	0	0	0	0	0	0.016364	0	0	2.809659	6.73025	1.712291	1.152923	1.52655	1.068571	2.60676	2.215278	1.67544	2.742663	1.009117	13.117036	47.599028	9.184427	1.305828	0.760073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020222	0	0	0	0	0	0	0	0	0	0	0	0	0.012423	0	0	0	0	0	0	0	18.309049	6.266793	6.32262	11.360382	40.468045	7.31119	26.38932	2.440785	8.100213	16.864555	12.014577	2.801618	2.771879	0.210816	8.180753	2.337033	0.738269	0	1.785783	0.62097	1.061922	0	0	0	0	0	0	0	0.006923	0	0	0	0	0	0	0	0.260767	0.046853	0	0	0	0	0.175854	0	0	0	0	0	0	0.008022	67.253957	0.071139	0	0	0.039547	0	0.083143	1.052051	0.054826	0.137746	0	0.209469	0.387784	0.102283	0.23085	0
02014-45818.15.bin	71.221535	0.031282	2.582675	27057.58886	3699.620167	2134.93575	0.086828	136772.6567	31.215354	78104.52785	2149.986953	391.787463	0	54.067803	72.200537	65225.41489	2328.602951	1427.376575	1115.666736	604.20149	33.526299	10751.09849	105.631436	124.522699	1125.364911	163.321437	0	0	0.078283	1372.810423	0	0	0	141.122514	0.035867	346.324322	173457.5139	328.640444	5314.07203	4.452801	0	1974.128955	2633.586201	846.94365	11957.78185	0	603.234559	189114.8238	22026.93788	48138.87137	0.043708	2537.823686	0	0	0	0	0	0	185.750304	599.284141	224.227581	207.370287	487.054051	1.190367	0	0.273679	0.720339	16.028801	0.542047	0.584595	9.121319	3.144131	8.704816	6.465005	3.872767	11.952472	3.061391	12.293936	54.401678	1.740094	6.799255	0	1.056397	31.427602	16.000154	1.261896	1.63228	0.486601	19.045476	2.184372	1.548238	0.605168	37.328199	11.027021	3.41189	4.704256	2.905961	0	14.628485	20.984761	0.029151	0.688555	1.567021	1.192141	19.019243	1.996937	3.51423	1.72861	5.184632	0.406953	0	1.836245	1.621113	8.564337	0.301196	0.268607	2.931397	0.447225	0	0.47598	26.920343	4.701525	208.568588	0	1.661749	0	4.140433	0.226481	0.283784	3.773227	0.678181	3.412783	2.637621	0.160379	2.38896	1.138518	1.928187	0.080813	0	0.758202	0.166557	0	0.444062	0.943943	0.444418	0	3.884084	0	0.184911	0	2.96822	0.139352	2.389541	4.555017	0.060249	0.411266	0.203756	0.442657	0	0.355263	0	0	0.643077	0	0.063409	0.349654	1.899225	1.180286	252.225018	74.544606	50.846038	8.004204	96.319266	157.295002	116.405981	271.129279	188.457474	27.518666	11.713511	120.984323	98.563911	131.45387	29.012533	23.376669	39.542611	10.776327	10.024665	61.745629	0.311973	0	0.270755	5.833363	10.397564	0.053497	40.346366	23.806245	0.980726	61.27021	1.200502	0.779737	51.951011	49.175981	1.398514	1.032648	18.962672	10.878003	4.211635	20.275092	3.351893	2.182449	0.677207	18.312942	5.98614	3.405692	1094.182178	2.174449	0.196037	306.028139	9.372891	0.2236	131.185656	107.302991	43.26268	22.614196	116.730831	6.654748	0.266563	1.718179	24.767471	6.499667	2.447006	0.29992	6.790303	463.50468	1.97551	11.638643	132.75122	50.120146	78.599945	68.554101	548.908473	61.385738	77.036942	198.15112	172.672963	259.401587	159.045776	66.344966	6.131741	118.55633	17.688848	6.068965	0.928289	1.589695	0	1.873117	3.839435	0	0	0	0	0	0	0.03185	0.084652	0	0.050862	0.410897	0.196072	0.798845	0.034331	1.444946	6.464723	3.650409	0.18577	1.251636	1.829849	1.078588	3.199783	0.143899	0.273112	0.393259	0.142206	0	0.131836	1.845118	69.79461	1.696533	1.400933	4.571294	0.457307	1.329958	15.18186	73.359398	4.197428	6.533632	7.604199	0	2.149592	1.152083	2.499383	0.398224
